	name	Id	Label	timeset	degree	closeness	eccentricity	strength	betweenness	evcent	module	pi	zi	kingdom	phylum	class	order	family	genus	species	centrality	marker1	marker2	marker3	marker4	marker5
217	OTU_1422	OTU_1422	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
218	OTU_1424	OTU_1424	NA	NA	46	6.11E-06	4	45.85665147	0.119047619	0	11	0	0.216314412	k__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellae	o__WCHB1-41	f__norank	g__norank	s__norank	-0.021376354	NA	NA	NA	4	NA
219	OTU_143	OTU_143	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus_urinaeequi	2.307866635	NA	NA	NA	4	5
220	OTU_1434	OTU_1434	NA	NA	71	1.54E-05	10	70.86088627	3.412320084	4.33E-09	2	0	0.535257834	k__Bacteria	p__Firmicutes	c__Clostridia	o__unidentified_Clostridia	f__Ruminococcaceae	g__norank	s__norank	-0.023296404	NA	NA	NA	4	NA
221	OTU_1437	OTU_1437	NA	NA	75	1.54E-05	11	74.88662068	0	1	1	0.077511111	0.200392179	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	-0.066747188	1	NA	NA	4	NA
222	OTU_1439	OTU_1439	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Modulibacteria	c__Moduliflexia	o__Moduliflexales	f__Moduliflexaceae	g__Candidatus_Moduliflexus	s__bacterium_UASB14	2.307866635	NA	NA	NA	NA	5
223	OTU_144	OTU_144	NA	NA	10	2.41E-05	11	9.592035496	1083.133135	0.000326992	10	0	-0.681509716	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SZB30	f__norank	g__norank	s__norank	155.32991	1	2	3	NA	5
224	OTU_1441	OTU_1441	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Sva0485	c__norank	o__norank	f__norank	g__norank	s__norank	2.307866635	1	2	NA	4	5
225	OTU_1443	OTU_1443	NA	NA	54	6.30E-06	7	53.94812556	3.481132075	1	2	1.11E-16	0.4594953	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	NA	1	NA	NA	NA	NA
226	OTU_1448	OTU_1448	NA	NA	75	1.54E-05	11	74.88662068	0	1	1	0.077511111	0.200392179	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Flectobacillus	s__Flectobacillus_roseus	-0.066747188	NA	NA	NA	4	NA
227	OTU_145	OTU_145	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Chloroflexi	c__KD4-96	o__norank	f__norank	g__norank	s__norank	2.307866635	NA	2	3	4	5
228	OTU_1450	OTU_1450	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Chloroflexi	c__JG30-KF-CM66	o__norank	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
229	OTU_1452	OTU_1452	NA	NA	30	2.37E-05	12	29.94905296	0	4.87E-11	5	0	0.17039036	k__Bacteria	p__NB1-j	c__norank	o__norank	f__norank	g__norank	s__norank	6.876747347	NA	NA	NA	NA	5
230	OTU_146	OTU_146	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Proteocatella	s__norank	2.307866635	1	2	3	NA	5
231	OTU_1461	OTU_1461	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank	2.307866635	NA	NA	NA	NA	5
232	OTU_1462	OTU_1462	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__unidentified_Bacteria	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__norank	s__norank	NA	NA	2	NA	NA	NA
233	OTU_147	OTU_147	NA	NA	8	2.42E-05	11	7.530535928	681	0.014058241	1	0	-5.213932682	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank	32.45311438	NA	2	3	4	5
234	OTU_1475	OTU_1475	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__unidentified_Bacteria	c__Thermoleophilia	o__Gaiellales	f__unidentified_Gaiellales	g__unidentified_Gaiellales	s__norank	NA	NA	NA	3	NA	NA
235	OTU_1476	OTU_1476	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__norank	f__norank	g__norank	s__norank	NA	NA	NA	3	NA	NA
236	OTU_1479	OTU_1479	NA	NA	40	5.65E-06	4	39.87239238	0.657894737	4.20E-17	1	0	0.442109486	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	NA	NA	NA	3	NA	NA
237	OTU_148	OTU_148	NA	NA	42	1.53E-05	10	41.87110553	6.012820513	6.21E-12	3	0	0.867202131	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__norank	-0.010120776	NA	2	NA	4	NA
238	OTU_149	OTU_149	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank	-0.03030303	1	2	NA	4	NA
239	OTU_1492	OTU_1492	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	s__norank	NA	NA	NA	3	NA	NA
240	OTU_1497	OTU_1497	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
241	OTU_1499	OTU_1499	NA	NA	62	5.06E-06	1	61.94166456	0	6.80E-17	2	0	NA	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Microtrichaceae	g__IMCC26207	s__norank	NA	NA	2	NA	NA	NA
242	OTU_15	OTU_15	NA	NA	1	1.53E-05	11	0.948479574	0	5.59E-07	4	0	-1.848933236	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank	1.914038186	NA	NA	3	4	NA
243	OTU_150	OTU_150	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__norank	s__norank	-0.03030303	1	2	NA	4	NA
244	OTU_1502	OTU_1502	NA	NA	31	4.71E-06	1	30.98602958	0	6.80E-17	8	0	NA	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__unidentified_Acidobacteriae	f__unidentified_Acidobacteriae	g__Paludibaculum	s__norank	NA	NA	2	NA	NA	NA
245	OTU_1505	OTU_1505	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Dadabacteria	c__Dadabacteriia	o__Dadabacteriales	f__norank	g__norank	s__norank	2.307866635	NA	NA	NA	NA	5
246	OTU_1506	OTU_1506	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__HSB_OF53-F07	s__norank	2.307866635	NA	NA	NA	NA	5
247	OTU_151	OTU_151	NA	NA	71	1.54E-05	10	70.86088627	3.397168569	4.33E-09	2	0	0.535257834	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA1819	s__norank	-0.023296404	NA	2	NA	4	NA
248	OTU_1512	OTU_1512	NA	NA	53	6.30E-06	6	52.90524337	0	7.91E-15	1	0	0.422620107	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__norank	NA	1	NA	NA	NA	NA
249	OTU_1515	OTU_1515	NA	NA	76	5.80E-06	8	75.93651058	0	0	1	0.025969529	0.194586813	k__Bacteria	p__Desulfobacterota	c__Desulfomonilia	o__Desulfomonilales	f__Desulfomonilaceae	g__Desulfomonile	s__norank	NA	NA	2	NA	NA	NA
250	OTU_1516	OTU_1516	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank	NA	1	2	3	NA	NA
251	OTU_1517	OTU_1517	NA	NA	10	2.36E-05	13	9.641085735	0	1.95E-12	2	0	0.795675844	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__norank	s__norank	-23.4466071	NA	NA	NA	4	5
252	OTU_1518	OTU_1518	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_UCG-014	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
253	OTU_1519	OTU_1519	NA	NA	38	5.61E-06	1	38	0	0	4	0	NA	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank	NA	1	NA	NA	NA	NA
254	OTU_152	OTU_152	NA	NA	71	1.54E-05	10	70.86088627	3.412320084	4.33E-09	2	0	0.535257834	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__[Clostridium]_innocuum_group	s__norank	-0.023296404	NA	2	NA	4	NA
255	OTU_1526	OTU_1526	NA	NA	46	6.11E-06	4	45.85665147	0.119047619	0	11	0	0.216314412	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	-0.021376354	NA	NA	NA	4	NA
256	OTU_1527	OTU_1527	NA	NA	6	1.54E-05	12	5.871761774	2597.208333	2.76E-05	2	0	-1.800939716	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__norank	s__norank	-0.35294799	NA	2	NA	4	NA
257	OTU_1529	OTU_1529	NA	NA	76	5.80E-06	8	75.93651058	0	0	1	0.025969529	0.194586813	k__Bacteria	p__Firmicutes	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__Monoglobus	s__norank	NA	NA	2	NA	NA	NA
258	OTU_153	OTU_153	NA	NA	14	2.43E-05	9	13.44336853	2544.571429	0.000104645	2	0.244897959	1.345071069	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__norank	11.21404456	1	2	3	4	5
259	OTU_1537	OTU_1537	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__norank	2.307866635	NA	2	NA	NA	5
260	OTU_1538	OTU_1538	NA	NA	36	3.80E-06	3	35.83751711	0	8.13E-17	3	0	0.225918608	k__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__Silvanigrellales	f__Silvanigrellaceae	g__Silvanigrella	s__norank	0.054116302	NA	NA	NA	NA	5
261	OTU_154	OTU_154	NA	NA	4	2.30E-05	16	3.788345222	363	0	2	0	-0.852509832	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tropicimonas	s__norank	-40.07956844	NA	NA	3	4	5
262	OTU_1540	OTU_1540	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__MBNT15	c__norank	o__norank	f__norank	g__norank	s__norank	2.307866635	NA	NA	NA	NA	5
263	OTU_1542	OTU_1542	NA	NA	4	2.44E-05	10	3.765993734	7999	0.003495187	10	0.375	-1.434757297	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified_Rhizobiales	g__Phreatobacter	s__norank	-775.9689966	NA	NA	3	4	5
264	OTU_1543	OTU_1543	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__norank	NA	NA	NA	3	NA	NA
265	OTU_1547	OTU_1547	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Colidextribacter	s__norank	NA	NA	2	NA	NA	NA
266	OTU_1548	OTU_1548	NA	NA	40	5.65E-06	4	39.87239238	0.927125506	4.20E-17	1	0	0.442109486	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_variabile	NA	NA	NA	3	NA	NA
267	OTU_155	OTU_155	NA	NA	76	5.80E-06	8	75.93651058	0	6.80E-17	1	0.025969529	0.194586813	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__[Clostridium]_spiroforme	NA	1	2	NA	NA	NA
268	OTU_1559	OTU_1559	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Nitrospinota	c__P9X2b3D02	o__norank	f__norank	g__norank	s__norank	2.307866635	NA	NA	NA	NA	5
269	OTU_156	OTU_156	NA	NA	4	2.34E-05	14	3.835832518	843	4.73E-12	2	0	-0.852509832	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__Lolium_perenne	9.2185449	1	2	NA	4	5
270	OTU_1563	OTU_1563	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Armatimonadota	c__Fimbriimonadia	o__Fimbriimonadales	f__Fimbriimonadaceae	g__norank	s__norank	NA	NA	2	NA	NA	NA
271	OTU_1564	OTU_1564	NA	NA	3	2.28E-05	16	2.88943597	40	0	2	0	-1.127207445	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__norank	-55.22473756	1	NA	3	NA	5
272	OTU_1569	OTU_1569	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__unidentified_Bacteria	c__Acidobacteriae	o__Acidobacteriales	f__norank	g__norank	s__norank	2.307866635	NA	NA	NA	NA	5
273	OTU_157	OTU_157	NA	NA	246	2.45E-05	10	234.839781	116	0.937074387	10	0.189040915	1.04019904	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified_Rhizobiales	g__Phreatobacter	s__norank	11.68794914	NA	2	3	4	5
274	OTU_1571	OTU_1571	NA	NA	28	2.31E-05	16	27.93494699	0	0	8	1.11E-16	1.048678802	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Synechococcales	f__Cyanobiaceae	g__Cyanobium_PCC-6307	s__norank	1.778129178	NA	NA	NA	NA	5
275	OTU_1575	OTU_1575	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__norank	s__norank	NA	NA	2	NA	NA	NA
276	OTU_1578	OTU_1578	NA	NA	41	4.86E-06	3	40.96336891	0	0	3	0	0.302971136	k__Bacteria	p__unidentified_Bacteria	c__Thermodesulfovibrionia	o__norank	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
277	OTU_158	OTU_158	NA	NA	19	2.44E-05	10	17.84858177	244.8333333	0.054118453	10	0.188365651	0.071737865	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__norank	-6.589824892	1	NA	NA	NA	5
278	OTU_1585	OTU_1585	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	2.307866635	NA	NA	NA	NA	5
279	OTU_159	OTU_159	NA	NA	76	5.80E-06	8	75.93651058	0	0	1	0.025969529	0.194586813	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Pseudarcobacter	s__norank	NA	1	2	NA	NA	NA
280	OTU_1591	OTU_1591	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__norank	-0.03030303	1	2	NA	4	NA
281	OTU_16	OTU_16	NA	NA	9	2.41E-05	11	8.466327205	185	0.000141598	10	0	-0.789116513	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__norank	-288.9324926	1	NA	3	4	5
282	OTU_160	OTU_160	NA	NA	30	5.96E-06	8	29.84718363	12.38461538	0	3	0	0.639230611	k__Bacteria	p__unidentified_Bacteria	c__Thermodesulfovibrionia	o__norank	f__norank	g__norank	s__norank	NA	1	2	3	NA	NA
283	OTU_1600	OTU_1600	NA	NA	42	1.53E-05	10	41.87110553	6.012820513	6.21E-12	3	0	0.867202131	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__norank	g__norank	s__norank	-0.010120776	NA	2	NA	4	NA
284	OTU_1604	OTU_1604	NA	NA	71	1.54E-05	10	70.86088627	3.412320084	4.33E-09	2	0	0.535257834	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Planctomycetales	f__Schlesneriaceae	g__Planctopirus	s__norank	-0.023296404	NA	NA	NA	4	NA
285	OTU_1610	OTU_1610	NA	NA	16	5.23E-06	1	15.96761727	0	2.10E-17	14	0	NA	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Enterorhabdus	s__norank	NA	NA	NA	3	NA	NA
286	OTU_1614	OTU_1614	NA	NA	42	1.53E-05	10	41.87110553	6.012820513	6.21E-12	3	0	0.867202131	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__norank	g__norank	s__norank	-0.010120776	1	NA	NA	4	NA
287	OTU_1617	OTU_1617	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Acidothermaceae	g__Acidothermus	s__norank	2.307866635	NA	NA	NA	NA	5
288	OTU_162	OTU_162	NA	NA	3	3.55E-06	1	2.9258201	0	1.69E-18	11	0	NA	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__unidentified_Alphaproteobacteria	f__unidentified_Alphaproteobacteria	g__unidentified_Alphaproteobacteria	s__bacterium_enrichment_culture_clone_Anammox_49	-0.539229628	1	NA	NA	NA	5
289	OTU_1621	OTU_1621	NA	NA	40	5.65E-06	4	39.87239238	0.927125506	8.39E-17	1	0	0.442109486	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatimonadales	f__Gemmatimonadaceae	g__norank	s__norank	NA	NA	NA	3	NA	NA
290	OTU_1623	OTU_1623	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Chloroflexi	c__AD3	o__norank	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
291	OTU_1624	OTU_1624	NA	NA	4	1.53E-05	9	3.851994056	1365	5.91E-12	2	0.375	-1.908764218	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__norank	3.928878621	NA	NA	3	4	NA
292	OTU_163	OTU_163	NA	NA	36	3.80E-06	3	35.83751711	0	1.08E-16	3	0	0.225918608	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank	0.054116302	NA	2	3	NA	5
293	OTU_1632	OTU_1632	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__norank	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
294	OTU_1633	OTU_1633	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__JG36-GS-52	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
295	OTU_1634	OTU_1634	NA	NA	75	1.54E-05	11	74.88662068	0	1	1	0.077511111	0.200392179	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pedomicrobium	s__norank	-0.066747188	1	NA	NA	4	NA
296	OTU_1635	OTU_1635	NA	NA	76	5.80E-06	8	75.93651058	0	0	1	0.025969529	0.194586813	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
297	OTU_1636	OTU_1636	NA	NA	62	5.06E-06	1	61.94166456	0	0	2	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Paludicola	s__norank	NA	NA	2	NA	NA	NA
298	OTU_164	OTU_164	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank	2.307866635	1	2	NA	4	5
299	OTU_1642	OTU_1642	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatimonadales	f__Gemmatimonadaceae	g__unidentified_Gemmatimonadaceae	s__Gemmatimonadetes_bacterium_SCN_70-22	2.307866635	NA	NA	NA	NA	5
300	OTU_165	OTU_165	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__norank	-0.03030303	1	2	NA	4	NA
301	OTU_1653	OTU_1653	NA	NA	14	2.43E-05	9	13.44336853	2514.071429	0.000104645	2	0.244897959	1.345071069	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__Rhizobiales	f__norank	g__norank	s__norank	11.21404456	1	2	3	4	5
302	OTU_1656	OTU_1656	NA	NA	54	6.30E-06	7	53.94812556	3.481132075	1	2	1.11E-16	0.4594953	k__norank	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank	NA	1	NA	NA	NA	NA
303	OTU_166	OTU_166	NA	NA	248	2.45E-05	10	246.6538908	0.014285714	1	1	0.168281738	0.193605589	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank	2.307866635	1	2	NA	4	5
304	OTU_1661	OTU_1661	NA	NA	75	1.54E-05	11	74.88662068	0	1	1	0.077511111	0.200392179	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhizobacter	s__norank	-0.066747188	NA	NA	NA	4	NA
305	OTU_167	OTU_167	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Ruminococcus]_gauvreauii_group	s__bacterium_ic1296	-0.03030303	1	2	NA	4	NA
306	OTU_1670	OTU_1670	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Frankiales	f__Sporichthyaceae	g__norank	s__norank	NA	NA	NA	3	NA	NA
307	OTU_1676	OTU_1676	NA	NA	9	1.53E-05	11	8.853464588	1190.7	3.99E-14	3	0	-0.936038961	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank	0.128872966	1	NA	3	4	NA
308	OTU_1679	OTU_1679	NA	NA	38	5.53E-06	2	37.94387981	0	8.39E-17	5	0	0.216983186	k__Bacteria	p__Nitrospinota	c__P9X2b3D02	o__norank	f__norank	g__norank	s__norank	NA	NA	NA	3	NA	NA
309	OTU_168	OTU_168	NA	NA	14	2.43E-05	9	13.44336853	2547.071429	0.000104645	2	0.244897959	1.345071069	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	s__Megasphaera_elsdenii	11.21404456	1	2	3	4	5
310	OTU_1686	OTU_1686	NA	NA	146	8.60E-06	6	145.7057005	0.636795673	1	2	0	0.392344179	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__norank	g__norank	s__norank	NA	NA	NA	3	NA	NA
311	OTU_169	OTU_169	NA	NA	10	2.43E-05	11	9.376184195	1128	0.003445755	10	0.18	-0.789116513	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__norank	s__norank	-354.6927746	1	NA	3	4	5
312	OTU_1690	OTU_1690	NA	NA	95	5.78E-06	8	94.94859063	0	1	21	0	0.169747988	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__AKIW659	f__norank	g__norank	s__norank	NA	NA	2	NA	NA	NA
313	OTU_1694	OTU_1694	NA	NA	3	2.32E-05	15	2.887762879	228	6.72E-13	12	0	0.866025404	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_1	s__norank	186.1841017	1	2	NA	NA	5
314	OTU_1696	OTU_1696	NA	NA	41	4.86E-06	3	40.96336891	0	6.80E-17	3	0	0.302971136	k__Bacteria	p__Candidatus_Woesebacteria	c__Microgenomatia	o__unidentified_Microgenomatia	f__unidentified_Microgenomatia	g__unidentified_Microgenomatia	s__norank	NA	NA	2	NA	NA	NA
315	OTU_17	OTU_17	NA	NA	28	2.31E-05	16	27.93494699	0	1.36E-17	8	1.11E-16	1.048678802	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_caecimuris	1.778129178	NA	2	3	4	5
316	OTU_170	OTU_170	NA	NA	34	5.80E-06	1	34	0	0	5	0	NA	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__norank	-0.03030303	NA	2	NA	4	NA
317	OTU_1704	OTU_1704	NA	NA	30	2.37E-05	12	29.94905296	0	4.87E-11	5	0	0.17039036	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__JG36-GS-52	f__norank	g__norank	s__norank	6.876747347	NA	NA	NA	NA	5
